ID,NUMBER,CONCEPTICON_ID,CONCEPTICON_GLOSS,ENGLISH,DIACL_ID,DIACL_CATEGORY,DIACL_NOTE
Carling-2017-240c-230,230,1961,NECKLACE,necklace,12167,Adornments,
Carling-2017-240c-231,231,,,waist band,12168,Adornments,
Carling-2017-240c-232,232,,,agouti tooth,12371,Adornments,(used for making necklaces)
Carling-2017-240c-233,233,,,coconut bead,12372,Adornments,(used for making necklaces)
Carling-2017-240c-234,234,284,HOE,hoe,12176,Agricultural tools,
Carling-2017-240c-235,235,341,SICKLE,sickle,12177,Agricultural tools,
Carling-2017-240c-236,236,,,amburana tree,12324,Trees,
Carling-2017-240c-237,237,,,araguaney tree,12325,Trees,
Carling-2017-240c-238,238,147,COCONUT TREE,coconut tree,12367,Trees,
Carling-2017-240c-239,239,,,walking palm,12368,Trees,
Carling-2017-240c-240,240,,,peach palm,12369,Trees,
Carling-2017-87f-1,1,1008,BULL,bull,6001,Farm animals,
Carling-2017-87f-2,2,1007,COW,cow,6002,Farm animals,
Carling-2017-87f-3,3,1169,OX,ox,6003,Farm animals,
Carling-2017-87f-4,4,1153,CATTLE,cattle,6004,Farm animals,(collective term)
Carling-2017-87f-5,5,615,HORSE,horse,6005,Farm animals,
Carling-2017-87f-6,6,1862,DONKEY,donkey,6006,Farm animals,
Carling-2017-87f-7,7,1331,SHEEP,sheep,6007,Farm animals,(collective term)
Carling-2017-87f-8,8,1344,RAM,ram,6008,Farm animals,
Carling-2017-87f-9,9,820,LAMB,lamb,6009,Farm animals,
Carling-2017-87f-10,10,1502,GOAT,goat,6010,Farm animals,
Carling-2017-87f-11,11,1337,PIG,pig,6011,Farm animals,
Carling-2017-87f-12,12,2564,PIGLET,piglet,6012,Farm animals,
Carling-2017-87f-13,13,1514,HEN,hen,6013,Farm animals,
Carling-2017-87f-14,14,1511,ROOSTER,rooster,6014,Farm animals,
Carling-2017-87f-15,15,1318,CHICKEN,chicken,6015,Farm animals,
Carling-2017-87f-16,16,1360,DUCK,duck,6016,Farm animals,
Carling-2017-87f-17,17,2009,DOG,dog,6017,Farm animals,
Carling-2017-87f-18,18,1208,CAT,cat,6018,Farm animals,
Carling-2017-87f-19,19,665,BEE,bee,6019,Farm animals,
Carling-2017-87f-20,20,522,WOLF,wolf,6020,Wild animals,
Carling-2017-87f-21,21,1820,BEAR,bear,6021,Wild animals,
Carling-2017-87f-22,22,3154,WILD BOAR,wild pig,6022,Wild animals,
Carling-2017-87f-23,23,1139,LEOPARD,leopard,6023,Wild animals,
Carling-2017-87f-24,24,1386,LION,lion,6025,Wild animals,
Carling-2017-87f-25,25,1312,FOX,fox,6026,Wild animals,
Carling-2017-87f-26,26,,*JACKAL,jackal,6027,Wild animals,
Carling-2017-87f-27,27,3142,BISON,bison,6028,Wild animals,
Carling-2017-87f-28,28,2345,LEPORID (RABBIT OR HARE),hare / rabbit,6029,Wild animals,
Carling-2017-87f-29,29,730,SNAKE,snake,6030,Wild animals,
Carling-2017-87f-30,30,2543,RAVEN,raven,6031,Wild animals,
Carling-2017-87f-31,31,1905,EAGLE,eagle,6032,Wild animals,
Carling-2017-87f-32,32,964,WOOL,wool,6033,Products,
Carling-2017-87f-33,33,580,FUR,fur,6034,Products,
Carling-2017-87f-34,34,942,HONEY,honey,6035,Products,
Carling-2017-87f-35,35,635,MILK,milk,6036,Products,
Carling-2017-87f-36,36,1274,SALT,salt,6037,Products,
Carling-2017-87f-37,37,1524,WINE,wine,6038,Products,
Carling-2017-87f-38,38,941,MEAD,mead,6039,Products,(i.e. based on honey)
Carling-2017-87f-39,39,,*HOPS,hops,6040,Products,(Swe. humle)
Carling-2017-87f-40,40,1931,BEESWAX,beeswax,6041,Products,
Carling-2017-87f-41,41,634,MEAT,meat,6042,Products,
Carling-2017-87f-42,42,323,FAT (ORGANIC SUBSTANCE),grease,6043,Products,
Carling-2017-87f-43,43,133,WEAVE,to weave,6044,Activities,
Carling-2017-87f-44,44,121,SPIN,to spin (thread),6045,Activities,
Carling-2017-87f-45,45,1457,SEW,to sew,6046,Activities,
Carling-2017-87f-46,46,1921,PLOUGH,to plough,6047,Activities,
Carling-2017-87f-47,47,748,SOW SEEDS,to sow,6048,Activities,
Carling-2017-87f-48,48,1077,WHEAT,wheat,6049,Crops & fruit,
Carling-2017-87f-49,49,932,BARLEY,barley,6050,Crops & fruit,
Carling-2017-87f-50,50,23,RYE,rye,6051,Crops & fruit,
Carling-2017-87f-51,51,60,OAT,oats,6052,Crops & fruit,
Carling-2017-87f-52,52,605,GRAIN,grain (generic),6053,Crops & fruit,
Carling-2017-87f-53,53,3062,TURNIP,turnip,6054,Crops & fruit,
Carling-2017-87f-54,54,1320,APPLE,apple,6055,Crops & fruit,
Carling-2017-87f-55,55,920,GRAPE,grape,6056,Crops & fruit,
Carling-2017-87f-56,56,,*FLAX,flax,6057,Crops & fruit,
Carling-2017-87f-57,57,20,SCYTHE,scythe,6058,Agricultural tools etc.,
Carling-2017-87f-58,58,341,SICKLE,sickle,6059,Agricultural tools etc.,
Carling-2017-87f-59,59,1176,SPADE,spade,6060,Agricultural tools etc.,
Carling-2017-87f-60,60,2154,PLOUGH (INSTRUMENT),plough,6061,Agricultural tools etc.,
Carling-2017-87f-61,61,1948,SAW,saw,6062,Agricultural tools etc.,
Carling-2017-87f-62,62,677,AXE,axe,6063,Agricultural tools etc.,
Carling-2017-87f-63,63,14,YOKE,yoke,6064,Agricultural tools etc.,
Carling-2017-87f-64,64,959,WAGON,wagon,6065,Agricultural tools etc.,
Carling-2017-87f-65,65,710,WHEEL,wheel,6066,Agricultural tools etc.,
Carling-2017-87f-66,66,212,FIELD,cultivated field,6067,Agricultural tools etc.,
Carling-2017-87f-67,67,649,PASTURE,pasture,6068,Agricultural tools etc.,
Carling-2017-87f-68,68,1462,POT,(ceramic) pot,6069,Agricultural tools etc.,
Carling-2017-87f-69,69,1342,SUMMER,summer,6070,Seasons,
Carling-2017-87f-70,70,,*AUTUMN OR HARVEST SEASON,autumn / harvest,6071,Seasons,
Carling-2017-87f-71,71,1471,WINTER,winter,6072,Seasons,
Carling-2017-87f-72,72,1537,SPRINGTIME,spring,6073,Seasons,
Carling-2017-87f-73,73,1825,COPPER,copper,6074,Metals & materials,
Carling-2017-87f-74,74,621,IRON,iron,6075,Metals & materials,
Carling-2017-87f-75,75,759,SILVER,silver,6076,Metals & materials,
Carling-2017-87f-76,76,1369,GOLD,gold,6077,Metals & materials,
Carling-2017-87f-77,77,1803,WOOD,wood,6078,Metals & materials,
Carling-2017-87f-78,78,857,STONE,stone,6079,Metals & materials,
Carling-2017-87f-79,79,629,LEATHER,leather,6080,Metals & materials,
Carling-2017-87f-80,80,945,SPEAR,spear,6081,Weapons etc.,
Carling-2017-87f-81,81,994,BOW,bow,6082,Weapons etc.,
Carling-2017-87f-82,82,977,ARROW,arrow,6083,Weapons etc.,
Carling-2017-87f-83,83,1535,SWORD,sword,6084,Weapons etc.,
Carling-2017-87f-84,84,1352,KNIFE,knife,6085,Weapons etc.,
Carling-2017-87f-85,85,1064,SHIELD,shield,6086,Weapons etc.,
Carling-2017-87f-86,86,1561,ARMY,army,6087,Weapons etc.,
Carling-2017-87f-87,87,386,BATTLE-AXE,battle axe,6088,Weapons etc.,
Carling-2017-87k-1,1,1921,PLOUGH,to plough,12573,Activities,
Carling-2017-87k-2,2,1457,SEW,to sew,12574,Activities,
Carling-2017-87k-3,3,748,SOW SEEDS,to sow,12575,Activities,
Carling-2017-87k-4,4,121,SPIN,to spin (thread),12576,Activities,
Carling-2017-87k-5,5,133,WEAVE,to weave,12577,Activities,
Carling-2017-87k-6,6,677,AXE,axe,12578,Agricultural tools etc.,
Carling-2017-87k-7,7,212,FIELD,cultivated field,12580,Agricultural tools etc.,
Carling-2017-87k-8,8,2154,PLOUGH (INSTRUMENT),plough,12583,Agricultural tools etc.,
Carling-2017-87k-9,9,1948,SAW,saw,12584,Agricultural tools etc.,
Carling-2017-87k-10,10,20,SCYTHE,scythe,12585,Agricultural tools etc.,
Carling-2017-87k-11,11,341,SICKLE,sickle,12586,Agricultural tools etc.,
Carling-2017-87k-12,12,1176,SPADE,spade,12587,Agricultural tools etc.,
Carling-2017-87k-13,13,959,WAGON,wagon,12588,Agricultural tools etc.,
Carling-2017-87k-14,14,710,WHEEL,wheel,12589,Agricultural tools etc.,
Carling-2017-87k-15,15,14,YOKE,yoke,12590,Agricultural tools etc.,
Carling-2017-87k-16,16,1462,POT,(ceramic) pot,12671,Agricultural tools etc.,
Carling-2017-87k-17,17,649,PASTURE,pasture,12672,Agricultural tools etc.,
Carling-2017-87k-18,18,1320,APPLE,apple,12591,Crops & fruit,
Carling-2017-87k-19,19,932,BARLEY,barley,12592,Crops & fruit,
Carling-2017-87k-20,20,,*FLAX,flax,12593,Crops & fruit,
Carling-2017-87k-21,21,605,GRAIN,grain (generic),12594,Crops & fruit,
Carling-2017-87k-22,22,920,GRAPE,grape,12595,Crops & fruit,
Carling-2017-87k-23,23,60,OAT,oats,12597,Crops & fruit,
Carling-2017-87k-24,24,23,RYE,rye,12598,Crops & fruit,
Carling-2017-87k-25,25,3062,TURNIP,turnip,12599,Crops & fruit,
Carling-2017-87k-26,26,1077,WHEAT,wheat,12600,Crops & fruit,
Carling-2017-87k-27,27,665,BEE,bee,12601,Farm animals,
Carling-2017-87k-28,28,1008,BULL,bull,12602,Farm animals,
Carling-2017-87k-29,29,1208,CAT,cat,12604,Farm animals,
Carling-2017-87k-30,30,1153,CATTLE,cattle,12605,Farm animals,
Carling-2017-87k-31,31,1318,CHICKEN,chicken,12606,Farm animals,
Carling-2017-87k-32,32,1007,COW,cow,12608,Farm animals,
Carling-2017-87k-33,33,2009,DOG,dog,12609,Farm animals,
Carling-2017-87k-34,34,1862,DONKEY,donkey,12610,Farm animals,
Carling-2017-87k-35,35,1360,DUCK,duck,12611,Farm animals,
Carling-2017-87k-36,36,1502,GOAT,goat,12612,Farm animals,
Carling-2017-87k-37,37,1514,HEN,hen,12613,Farm animals,
Carling-2017-87k-38,38,615,HORSE,horse,12614,Farm animals,
Carling-2017-87k-39,39,820,LAMB,lamb,12616,Farm animals,
Carling-2017-87k-40,40,1169,OX,ox,12617,Farm animals,
Carling-2017-87k-41,41,1337,PIG,pig,12618,Farm animals,
Carling-2017-87k-42,42,2564,PIGLET,piglet,12619,Farm animals,
Carling-2017-87k-43,43,1344,RAM,ram,12620,Farm animals,
Carling-2017-87k-44,44,1511,ROOSTER,rooster,12621,Farm animals,
Carling-2017-87k-45,45,1331,SHEEP,sheep,12622,Farm animals,
Carling-2017-87k-46,46,1825,COPPER,copper,12623,Metals & materials,
Carling-2017-87k-47,47,1369,GOLD,gold,12624,Metals & materials,
Carling-2017-87k-48,48,621,IRON,iron,12625,Metals & materials,
Carling-2017-87k-49,49,629,LEATHER,leather,12626,Metals & materials,
Carling-2017-87k-50,50,759,SILVER,silver,12627,Metals & materials,
Carling-2017-87k-51,51,857,STONE,stone,12628,Metals & materials,
Carling-2017-87k-52,52,1803,WOOD,wood,12629,Metals & materials,
Carling-2017-87k-53,53,580,FUR,fur,12630,Products,
Carling-2017-87k-54,54,323,FAT (ORGANIC SUBSTANCE),grease,12631,Products,
Carling-2017-87k-55,55,942,HONEY,honey,12632,Products,
Carling-2017-87k-56,56,941,MEAD,mead,12633,Products,
Carling-2017-87k-57,57,634,MEAT,meat,12634,Products,
Carling-2017-87k-58,58,635,MILK,milk,12635,Products,
Carling-2017-87k-59,59,1274,SALT,salt,12636,Products,
Carling-2017-87k-60,60,1931,BEESWAX,beeswax,12637,Products,
Carling-2017-87k-61,61,1524,WINE,wine,12638,Products,
Carling-2017-87k-62,62,964,WOOL,wool,12639,Products,
Carling-2017-87k-63,63,,*HOPS,hops,12673,Products,
Carling-2017-87k-64,64,,*AUTUMN OR HARVEST SEASON,autumn / harvest,12640,Seasons,
Carling-2017-87k-65,65,1537,SPRINGTIME,spring,12642,Seasons,
Carling-2017-87k-66,66,1342,SUMMER,summer,12643,Seasons,
Carling-2017-87k-67,67,1471,WINTER,winter,12644,Seasons,
Carling-2017-87k-68,68,977,ARROW,arrow,12650,Weapons etc.,
Carling-2017-87k-69,69,994,BOW,bow,12651,Weapons etc.,
Carling-2017-87k-70,70,1352,KNIFE,knife,12652,Weapons etc.,
Carling-2017-87k-71,71,945,SPEAR,spear,12653,Weapons etc.,
Carling-2017-87k-72,72,1535,SWORD,sword,12654,Weapons etc.,
Carling-2017-87k-73,73,1561,ARMY,army,12674,Weapons etc.,
Carling-2017-87k-74,74,386,BATTLE-AXE,battle axe,12675,Weapons etc.,
Carling-2017-87k-75,75,1064,SHIELD,shield,12676,Weapons etc.,
Carling-2017-87k-76,76,1820,BEAR,bear,12655,Wild animals,
Carling-2017-87k-77,77,3142,BISON,bison,12656,Wild animals,
Carling-2017-87k-78,78,1905,EAGLE,eagle,12658,Wild animals,
Carling-2017-87k-79,79,1312,FOX,fox,12659,Wild animals,
Carling-2017-87k-80,80,2345,LEPORID (RABBIT OR HARE),hare / rabbit,12660,Wild animals,
Carling-2017-87k-81,81,,*JACKAL,jackal,12661,Wild animals,
Carling-2017-87k-82,82,1139,LEOPARD,leopard,12662,Wild animals,
Carling-2017-87k-83,83,1386,LION,lion,12663,Wild animals,
Carling-2017-87k-84,84,2543,RAVEN,raven,12667,Wild animals,
Carling-2017-87k-85,85,730,SNAKE,snake,12668,Wild animals,
Carling-2017-87k-86,86,3154,WILD BOAR,wild pig,12669,Wild animals,
Carling-2017-87k-87,87,522,WOLF,wolf,12670,Wild animals,
Carling-2017-97d-1,1,665,BEE,bee,3009,Farm animals,
Carling-2017-97d-2,2,1008,BULL,bull,3012,Farm animals,
Carling-2017-97d-3,3,1989,CALF,calf,3013,Farm animals,
Carling-2017-97d-4,4,1208,CAT,cat,3014,Farm animals,
Carling-2017-97d-5,5,1153,CATTLE,cattle,3015,Farm animals,
Carling-2017-97d-6,6,1318,CHICKEN,chicken,3016,Farm animals,
Carling-2017-97d-7,7,1007,COW,cow,3018,Farm animals,
Carling-2017-97d-8,8,2009,DOG,dog,3021,Farm animals,
Carling-2017-97d-9,9,1862,DONKEY,donkey,3022,Farm animals,
Carling-2017-97d-10,10,1360,DUCK,duck,3023,Farm animals,
Carling-2017-97d-11,11,1502,GOAT,goat,3030,Farm animals,
Carling-2017-97d-12,12,1514,HEN,hen,3037,Farm animals,
Carling-2017-97d-13,13,615,HORSE,horse,3040,Farm animals,
Carling-2017-97d-14,14,1972,KID,kid,3044,Farm animals,
Carling-2017-97d-15,15,820,LAMB,lamb,3046,Farm animals,
Carling-2017-97d-16,16,1169,OX,ox,3056,Farm animals,
Carling-2017-97d-17,17,1337,PIG,pig,3058,Farm animals,
Carling-2017-97d-18,18,2564,PIGLET,piglet,3059,Farm animals,
Carling-2017-97d-19,19,1344,RAM,ram,3063,Farm animals,
Carling-2017-97d-20,20,1511,ROOSTER,rooster,3065,Farm animals,
Carling-2017-97d-21,21,1331,SHEEP,sheep,3071,Farm animals,
Carling-2017-97d-22,22,1820,BEAR,bear,3008,Wild animals,
Carling-2017-97d-23,23,3142,BISON,bison,3010,Wild animals,
Carling-2017-97d-24,24,1936,DEER,deer,3020,Wild animals,
Carling-2017-97d-25,25,1905,EAGLE,eagle,3024,Wild animals,
Carling-2017-97d-26,26,1312,FOX,fox,3027,Wild animals,
Carling-2017-97d-27,27,1190,HARE,hare,3035,Wild animals,
Carling-2017-97d-28,28,,*JACKAL,jackal,3043,Wild animals,
Carling-2017-97d-29,29,1139,LEOPARD,leopard,3048,Wild animals,
Carling-2017-97d-30,30,1386,LION,lion,3049,Wild animals,
Carling-2017-97d-31,31,,*LYNX,lynx,3050,Wild animals,
Carling-2017-97d-32,32,735,OWL,owl,3055,Wild animals,
Carling-2017-97d-33,33,1136,RABBIT,rabbit,3062,Wild animals,
Carling-2017-97d-34,34,2543,RAVEN,raven,3064,Wild animals,
Carling-2017-97d-35,35,730,SNAKE,snake,3074,Wild animals,
Carling-2017-97d-36,36,3154,WILD BOAR,wild boar,3089,Wild animals,
Carling-2017-97d-37,37,522,WOLF,wolf,3092,Wild animals,
Carling-2017-97d-38,38,580,FUR,fur,3028,Products,
Carling-2017-97d-39,39,323,FAT (ORGANIC SUBSTANCE),grease,3034,Products,
Carling-2017-97d-40,40,942,HONEY,honey,3038,Products,
Carling-2017-97d-41,41,941,MEAD,mead,3051,Products,
Carling-2017-97d-42,42,634,MEAT,meat,3052,Products,
Carling-2017-97d-43,43,635,MILK,milk,3053,Products,
Carling-2017-97d-44,44,1274,SALT,salt,3067,Products,
Carling-2017-97d-45,45,1931,BEESWAX,wax (bees),3085,Products,
Carling-2017-97d-46,46,1524,WINE,wine,3090,Products,
Carling-2017-97d-47,47,964,WOOL,wool,3094,Products,
Carling-2017-97d-48,48,1921,PLOUGH,to plough,3061,Activities,
Carling-2017-97d-49,49,1457,SEW,to sew,3070,Activities,
Carling-2017-97d-50,50,748,SOW SEEDS,to sow,3075,Activities,
Carling-2017-97d-51,51,121,SPIN,to spin (thread),3078,Activities,
Carling-2017-97d-52,52,133,WEAVE,to weave,3086,Activities,
Carling-2017-97d-53,53,1320,APPLE,apple,3002,Crops & fruit,
Carling-2017-97d-54,54,932,BARLEY,barley,3007,Crops & fruit,
Carling-2017-97d-55,55,,*FLAX,flax,3026,Crops & fruit,
Carling-2017-97d-56,56,605,GRAIN,grain (generic),3032,Crops & fruit,
Carling-2017-97d-57,57,920,GRAPE,grape,3033,Crops & fruit,
Carling-2017-97d-58,58,,*HOPS,hops,3039,Crops & fruit,
Carling-2017-97d-59,59,60,OAT,oats,3054,Crops & fruit,
Carling-2017-97d-60,60,23,RYE,rye,3066,Crops & fruit,
Carling-2017-97d-61,61,3062,TURNIP,turnip,3083,Crops & fruit,
Carling-2017-97d-62,62,1077,WHEAT,wheat,3087,Crops & fruit,
Carling-2017-97d-63,63,677,AXE,axe,3005,Agricultural tools etc.,
Carling-2017-97d-64,64,1769,AXLE,axle,3006,Agricultural tools etc.,
Carling-2017-97d-65,65,212,FIELD,cultivated field,3019,Agricultural tools etc.,
Carling-2017-97d-66,66,1794,FURROW,furrow,3029,Agricultural tools etc.,
Carling-2017-97d-67,67,,,hub,3041,Agricultural tools etc.,
Carling-2017-97d-68,68,2154,PLOUGH (INSTRUMENT),plough (noun),3060,Agricultural tools etc.,
Carling-2017-97d-69,69,1948,SAW,saw,3068,Agricultural tools etc.,
Carling-2017-97d-70,70,20,SCYTHE,scythe,3069,Agricultural tools etc.,
Carling-2017-97d-71,71,341,SICKLE,sickle,3072,Agricultural tools etc.,
Carling-2017-97d-72,72,1176,SPADE,spade,3076,Agricultural tools etc.,
Carling-2017-97d-73,73,959,WAGON,wagon,3084,Agricultural tools etc.,
Carling-2017-97d-74,74,710,WHEEL,wheel,3088,Agricultural tools etc.,
Carling-2017-97d-75,75,14,YOKE,yoke,3096,Agricultural tools etc.,
Carling-2017-97d-76,76,1276,AUTUMN,autumn,3004,Seasons,
Carling-2017-97d-77,77,611,HARVEST,harvest,3036,Seasons,
Carling-2017-97d-78,78,1537,SPRINGTIME,spring,3079,Seasons,
Carling-2017-97d-79,79,1342,SUMMER,summer,3081,Seasons,
Carling-2017-97d-80,80,1471,WINTER,winter,3091,Seasons,
Carling-2017-97d-81,81,1825,COPPER,copper,3017,Metals & materials,
Carling-2017-97d-82,82,1369,GOLD,gold,3031,Metals & materials,
Carling-2017-97d-83,83,621,IRON,iron,3042,Metals & materials,
Carling-2017-97d-84,84,629,LEATHER,leather,3047,Metals & materials,
Carling-2017-97d-85,85,759,SILVER,silver,3073,Metals & materials,
Carling-2017-97d-86,86,857,STONE,stone,3080,Metals & materials,
Carling-2017-97d-87,87,1803,WOOD,wood,3093,Metals & materials,
Carling-2017-97d-88,88,977,ARROW,arrow,3003,Weapons etc.,
Carling-2017-97d-89,89,994,BOW,bow,3011,Weapons etc.,
Carling-2017-97d-90,90,1352,KNIFE,knife,3045,Weapons etc.,
Carling-2017-97d-91,91,945,SPEAR,spear,3077,Weapons etc.,
Carling-2017-97d-92,92,1535,SWORD,sword,3082,Weapons etc.,
Carling-2017-97d-93,93,1855,BIRCH,birch,12130,Trees,
Carling-2017-97d-94,94,644,OAK,oak,12131,Trees,
Carling-2017-97d-95,95,646,ASH,ash,12132,Trees,
Carling-2017-97d-96,96,,*ELM,elm,12133,Trees,
Carling-2017-97d-97,97,1950,BEECH,beech,12135,Trees,
Carling-2017-97i-1,1,1921,PLOUGH,to plough,12378,Activities,
Carling-2017-97i-2,2,1457,SEW,to sew,12379,Activities,
Carling-2017-97i-3,3,748,SOW SEEDS,to sow,12380,Activities,
Carling-2017-97i-4,4,121,SPIN,to spin (thread),12381,Activities,
Carling-2017-97i-5,5,133,WEAVE,to weave,12382,Activities,
Carling-2017-97i-6,6,677,AXE,axe,12383,Agricultural tools etc.,
Carling-2017-97i-7,7,1769,AXLE,axle,12384,Agricultural tools etc.,
Carling-2017-97i-8,8,212,FIELD,cultivated field,12385,Agricultural tools etc.,
Carling-2017-97i-9,9,1794,FURROW,furrow,12386,Agricultural tools etc.,
Carling-2017-97i-10,10,,,hub,12387,Agricultural tools etc.,
Carling-2017-97i-11,11,2154,PLOUGH (INSTRUMENT),plough (noun),12388,Agricultural tools etc.,
Carling-2017-97i-12,12,1948,SAW,saw,12389,Agricultural tools etc.,
Carling-2017-97i-13,13,20,SCYTHE,scythe,12390,Agricultural tools etc.,
Carling-2017-97i-14,14,341,SICKLE,sickle,12391,Agricultural tools etc.,
Carling-2017-97i-15,15,1176,SPADE,spade,12392,Agricultural tools etc.,
Carling-2017-97i-16,16,959,WAGON,wagon,12393,Agricultural tools etc.,
Carling-2017-97i-17,17,710,WHEEL,wheel,12394,Agricultural tools etc.,
Carling-2017-97i-18,18,14,YOKE,yoke,12395,Agricultural tools etc.,
Carling-2017-97i-19,19,1320,APPLE,apple,12396,Crops & fruit,
Carling-2017-97i-20,20,932,BARLEY,barley,12397,Crops & fruit,
Carling-2017-97i-21,21,,*FLAX,flax,12398,Crops & fruit,
Carling-2017-97i-22,22,605,GRAIN,grain (generic),12399,Crops & fruit,
Carling-2017-97i-23,23,920,GRAPE,grape,12400,Crops & fruit,
Carling-2017-97i-24,24,,*HOPS,hops,12401,Crops & fruit,
Carling-2017-97i-25,25,60,OAT,oats,12402,Crops & fruit,
Carling-2017-97i-26,26,23,RYE,rye,12403,Crops & fruit,
Carling-2017-97i-27,27,3062,TURNIP,turnip,12404,Crops & fruit,
Carling-2017-97i-28,28,1077,WHEAT,wheat,12405,Crops & fruit,
Carling-2017-97i-29,29,665,BEE,bee,12406,Farm animals,
Carling-2017-97i-30,30,1008,BULL,bull,12407,Farm animals,
Carling-2017-97i-31,31,1989,CALF,calf,12408,Farm animals,
Carling-2017-97i-32,32,1208,CAT,cat,12409,Farm animals,
Carling-2017-97i-33,33,1153,CATTLE,cattle,12410,Farm animals,
Carling-2017-97i-34,34,1318,CHICKEN,chicken,12411,Farm animals,
Carling-2017-97i-35,35,1007,COW,cow,12412,Farm animals,
Carling-2017-97i-36,36,2009,DOG,dog,12413,Farm animals,
Carling-2017-97i-37,37,1862,DONKEY,donkey,12414,Farm animals,
Carling-2017-97i-38,38,1360,DUCK,duck,12415,Farm animals,
Carling-2017-97i-39,39,1502,GOAT,goat,12416,Farm animals,
Carling-2017-97i-40,40,1514,HEN,hen,12417,Farm animals,
Carling-2017-97i-41,41,615,HORSE,horse,12418,Farm animals,
Carling-2017-97i-42,42,1972,KID,kid,12419,Farm animals,
Carling-2017-97i-43,43,820,LAMB,lamb,12420,Farm animals,
Carling-2017-97i-44,44,1169,OX,ox,12421,Farm animals,
Carling-2017-97i-45,45,1337,PIG,pig,12422,Farm animals,
Carling-2017-97i-46,46,2564,PIGLET,piglet,12423,Farm animals,
Carling-2017-97i-47,47,1344,RAM,ram,12424,Farm animals,
Carling-2017-97i-48,48,1511,ROOSTER,rooster,12425,Farm animals,
Carling-2017-97i-49,49,1331,SHEEP,sheep,12426,Farm animals,
Carling-2017-97i-50,50,1825,COPPER,copper,12427,Metals & materials,
Carling-2017-97i-51,51,1369,GOLD,gold,12428,Metals & materials,
Carling-2017-97i-52,52,621,IRON,iron,12429,Metals & materials,
Carling-2017-97i-53,53,629,LEATHER,leather,12430,Metals & materials,
Carling-2017-97i-54,54,759,SILVER,silver,12431,Metals & materials,
Carling-2017-97i-55,55,857,STONE,stone,12432,Metals & materials,
Carling-2017-97i-56,56,1803,WOOD,wood,12433,Metals & materials,
Carling-2017-97i-57,57,580,FUR,fur,12434,Products,
Carling-2017-97i-58,58,323,FAT (ORGANIC SUBSTANCE),grease,12435,Products,
Carling-2017-97i-59,59,942,HONEY,honey,12436,Products,
Carling-2017-97i-60,60,941,MEAD,mead,12437,Products,
Carling-2017-97i-61,61,634,MEAT,meat,12438,Products,
Carling-2017-97i-62,62,635,MILK,milk,12439,Products,
Carling-2017-97i-63,63,1274,SALT,salt,12440,Products,
Carling-2017-97i-64,64,1931,BEESWAX,wax (bees),12441,Products,
Carling-2017-97i-65,65,1524,WINE,wine,12442,Products,
Carling-2017-97i-66,66,964,WOOL,wool,12443,Products,
Carling-2017-97i-67,67,1276,AUTUMN,autumn,12444,Seasons,
Carling-2017-97i-68,68,611,HARVEST,harvest,12445,Seasons,
Carling-2017-97i-69,69,1537,SPRINGTIME,spring,12446,Seasons,
Carling-2017-97i-70,70,1342,SUMMER,summer,12447,Seasons,
Carling-2017-97i-71,71,1471,WINTER,winter,12448,Seasons,
Carling-2017-97i-72,72,646,ASH,ash,12449,Trees,
Carling-2017-97i-73,73,1950,BEECH,beech,12450,Trees,
Carling-2017-97i-74,74,1855,BIRCH,birch,12451,Trees,
Carling-2017-97i-75,75,,*ELM,elm,12452,Trees,
Carling-2017-97i-76,76,644,OAK,oak,12453,Trees,
Carling-2017-97i-77,77,977,ARROW,arrow,12455,Weapons etc.,
Carling-2017-97i-78,78,994,BOW,bow,12456,Weapons etc.,
Carling-2017-97i-79,79,1352,KNIFE,knife,12457,Weapons etc.,
Carling-2017-97i-80,80,945,SPEAR,spear,12458,Weapons etc.,
Carling-2017-97i-81,81,1535,SWORD,sword,12459,Weapons etc.,
Carling-2017-97i-82,82,1820,BEAR,bear,12460,Wild animals,
Carling-2017-97i-83,83,3142,BISON,bison,12461,Wild animals,
Carling-2017-97i-84,84,1936,DEER,deer,12462,Wild animals,
Carling-2017-97i-85,85,1905,EAGLE,eagle,12463,Wild animals,
Carling-2017-97i-86,86,1312,FOX,fox,12464,Wild animals,
Carling-2017-97i-87,87,1190,HARE,hare,12465,Wild animals,
Carling-2017-97i-88,88,,*JACKAL,jackal,12466,Wild animals,
Carling-2017-97i-89,89,1139,LEOPARD,leopard,12467,Wild animals,
Carling-2017-97i-90,90,1386,LION,lion,12468,Wild animals,
Carling-2017-97i-91,91,,*LYNX,lynx,12469,Wild animals,
Carling-2017-97i-92,92,735,OWL,owl,12470,Wild animals,
Carling-2017-97i-93,93,1136,RABBIT,rabbit,12471,Wild animals,
Carling-2017-97i-94,94,2543,RAVEN,raven,12472,Wild animals,
Carling-2017-97i-95,95,730,SNAKE,snake,12473,Wild animals,
Carling-2017-97i-96,96,3154,WILD BOAR,wild boar,12474,Wild animals,
Carling-2017-97i-97,97,522,WOLF,wolf,12475,Wild animals,
Carling-2017-97j-1,1,1921,PLOUGH,to plough,12476,Activities,
Carling-2017-97j-2,2,1457,SEW,to sew,12477,Activities,
Carling-2017-97j-3,3,748,SOW SEEDS,to sow,12478,Activities,
Carling-2017-97j-4,4,121,SPIN,to spin (thread),12479,Activities,
Carling-2017-97j-5,5,133,WEAVE,to weave,12480,Activities,
