DIACL_ID	CHECKED	COMMENT	CONCEPT	CONCEPT_ID	CORRECT	DIACL_ID	ENGLISH	FORM	GLOTTOCODE	LANGUAGE	LATITUDE	LONGITUDE	PROBLEM
43900-3043-2	T	NOCONCEPT	???		F	43766	jackal	lopāśá-	sans1269	Sanskrit	20	77	
43900-3027-1	T	MEANING: Translation states a kind of jackal; (prob. also) fox. 	FOX	1312	F	43766	fox	lopāśá-	sans1269	Sanskrit	20	77	
43900-3094-1	T		WOOL	964	T	43839	wool	ū́rṇā-	sans1269	Sanskrit	20	77	
43900-12148-1	F		???			44505	colour term orange	nāranga-	sans1269	Sanskrit	20	77	
43900-1025-4	F		EYE	1248		44906	eye	cakṣus-	sans1269	Sanskrit	20	77	
43900-3012-1	F		BULL	1008		54401	bull	sthaurá-	sans1269	Sanskrit	20	77	
43900-3012-2	F		BULL	1008		54585	bull	pr̩thuka-	sans1269	Sanskrit	20	77	
43900-3012-3	T		BULL	1008	T	54606	bull	go-vrṣá-	sans1269	Sanskrit	20	77	
43900-3012-4	F		BULL	1008		54619	bull	sāˊṇḍa-	sans1269	Sanskrit	20	77	
43900-3012-5	T	MEANING. Translation states: egg; testicles. Suggested concept: EGG	BULL	1008	F	54627	bull	āṇḍá-	sans1269	Sanskrit	20	77	
43900-3018-1	F		COW	1007		54788	cow	gāus-	sans1269	Sanskrit	20	77	
43900-3018-2	F		COW	1007		54789	cow	gávya-	sans1269	Sanskrit	20	77	
43900-3018-3	F		COW	1007		54790	cow	go-	sans1269	Sanskrit	20	77	
43900-3018-4	T		COW	1007	T	54792	cow	*gāvā-	sans1269	Sanskrit	20	77	
43900-3018-5	T		COW	1007	T	54916	cow	ahī́-	sans1269	Sanskrit	20	77	
43900-3018-6	T		COW	1007	T	54924	cow	babhru-	sans1269	Sanskrit	20	77	
43900-3056-1	T	MEANING. Translation states: young bull. Suggested concept: BULL	OX	1169	F	55058	ox	ukṣán-	sans1269	Sanskrit	20	77	
43900-3056-2	F		OX	1169		55088	ox	go-yūti-	sans1269	Sanskrit	20	77	
43900-3056-3	T	MEANING. Translation states: man, male animal (bull, stallion); manly, powerful.	OX	1169	F	55141	ox	vŕ̥ṣan-	sans1269	Sanskrit	20	77	
43900-3063-1	T		RAM	1344	T	55141	ram	vŕ̥ṣan-	sans1269	Sanskrit	20	77	
43900-3056-4	T		OX	1169		55145	ox	vr̥ṣabhá-	sans1269	Sanskrit	20	77	
43900-3063-2	T		RAM	1344	T	55145	ram	vr̥ṣabhá-	sans1269	Sanskrit	20	77	
43900-3056-5	F		OX	1169		55256	ox	damya-	sans1269	Sanskrit	20	77	
43900-3056-6	T		OX	1169	T	55261	ox	balilla-	sans1269	Sanskrit	20	77	
43900-3013-1	T		CALF	1989		55271	calf	gárbha-	sans1269	Sanskrit	20	77	
43900-3058-1	T	MEANING. Translation states: calf; calf; yearling; yearling, calf, child	PIG	1337	F	55423	pig	vatsá-	sans1269	Sanskrit	20	77	
43900-3013-2	T		CALF	1989	T	55423	calf	vatsá-	sans1269	Sanskrit	20	77	
43900-3063-3	T	"MEANING. Translation states: calf; calf; yearling; yearling, calf, child. The same diacl_id has also been mapped incorrectly to ""PIG""."	RAM	1344	F	55423	ram	vatsá-	sans1269	Sanskrit	20	77	
43900-3015-1	F		CATTLE	1153		55428	cattle	gōrūpá-	sans1269	Sanskrit	20	77	
43900-3015-2	T		CATTLE	1153		55565	cattle	dám-	sans1269	Sanskrit	20	77	
43900-3015-3	T	"Note: Translation given in diacl is broader. It states ""cattle, animal; domestic or sacrificial animal; goat."""	CATTLE	1153	T	55782	cattle	páśu-, paśú-	sans1269	Sanskrit	20	77	
43900-3094-2	T	"MEANING. Translation states: cattle, animal; domestic or sacrificial animal; goat. Note: Grammatical data specifies ""male"" and ""neuter""."	WOOL	964	F	55782	wool	páśu-, paśú-	sans1269	Sanskrit	20	77	
43900-3015-4	F		CATTLE	1153		55906	cattle	jīvá-	sans1269	Sanskrit	20	77	
43900-3040-1	T		HORSE	615	T	56200	horse	áśva-	sans1269	Sanskrit	20	77	
43900-3040-2	T		HORSE	615	T	56202	horse	áśvā-	sans1269	Sanskrit	20	77	
43900-3040-3	T		HORSE	615	T	56204	horse	áśv(i)ya-	sans1269	Sanskrit	20	77	
43900-3040-4	T		HORSE	615	T	56257	horse	háya-	sans1269	Sanskrit	20	77	
43900-3040-5	F		HORSE	615		56260	horse	ghōṭa-	sans1269	Sanskrit	20	77	
43900-3022-2	F		DONKEY	1862		57121	donkey	khára-	sans1269	Sanskrit	20	77	
43900-3022-3	F		DONKEY	1862		57127	donkey	gardabhá-	sans1269	Sanskrit	20	77	
43900-3022-4	F		DONKEY	1862		57136	donkey	rāsabha-	sans1269	Sanskrit	20	77	
43900-3022-5	F		DONKEY	1862		57137	donkey	rāsa-	sans1269	Sanskrit	20	77	
43900-3071-1	T		SHEEP	1331	T	57408	sheep	ávi-	sans1269	Sanskrit	20	77	
43900-3094-3	F		WOOL	964		57440	wool	urā-	sans1269	Sanskrit	20	77	
43900-3071-2	F		SHEEP	1331		57440	sheep	urā-	sans1269	Sanskrit	20	77	
43900-3071-3	T		SHEEP	1331	T	57522	sheep	meṣá-	sans1269	Sanskrit	20	77	
43900-3071-4	T		SHEEP	1331	T	57524	sheep	meṣī-	sans1269	Sanskrit	20	77	
43900-3071-5	F		SHEEP	1331		57531	sheep	bhēḍa-	sans1269	Sanskrit	20	77	
43900-3019-1	T		???			57690	cultivated field	ájra-	sans1269	Sanskrit	20	77	
43900-3071-6	T	MEANING. Translation states: field, plain; plain; open field	SHEEP	1331	F	57690	sheep	ájra-	sans1269	Sanskrit	20	77	
43900-3020-1	T		DEER	1936	T	58148	deer	śáma-	sans1269	Sanskrit	20	77	
43900-3063-4	T	MEANING. Translation states: hornless	RAM	1344	F	58148	ram	śáma-	sans1269	Sanskrit	20	77	
43900-3063-5	T		RAM	1344		58209	ram	r̥ṣabhá-	sans1269	Sanskrit	20	77	
43900-3063-6	T		RAM	1344		58254	ram	vádhri-	sans1269	Sanskrit	20	77	
43900-3046-1	T	"Note: Grammatical data specifies ""female""."	LAMB	820	T	58477	lamb	úraṇa-	sans1269	Sanskrit	20	77	
43900-3030-2	T		GOAT	1502	T	58553	goat	ajá-	sans1269	Sanskrit	20	77	
43900-3030-3	F		GOAT	1502		58666	goat	chāga-, chagalá-	sans1269	Sanskrit	20	77	
43900-3030-4	F		GOAT	1502		58891	goat	kápṛth-	sans1269	Sanskrit	20	77	
43900-3044-1	T		KID	1972		59062	kid	sámā-	sans1269	Sanskrit	20	77	
43900-3081-1	T	MEANING: Translation states: year, season; year, half-year, season. 	SUMMER	1342	F	59062	summer	sámā-	sans1269	Sanskrit	20	77	
43900-3058-2	T		PIG	1337		59263	pig	sūkará-	sans1269	Sanskrit	20	77	
43900-3037-1	F		HEN	1514		59871	hen	kukkuṭī-	sans1269	Sanskrit	20	77	
43900-3037-2	T	"MEANING. Translation given is ""bird"" however this has been mapped to HEN specifically."	HEN	1514	F	60070	hen	vayas-	sans1269	Sanskrit	20	77	
43900-3065-1	T		ROOSTER	1511	T	60117	rooster	uṣākala-	sans1269	Sanskrit	20	77	
43900-3065-2	F		ROOSTER	1511		60318	rooster	kukkuṭa-	sans1269	Sanskrit	20	77	
43900-3065-3	F		ROOSTER	1511		60377	rooster	kṛka-vā́ku-	sans1269	Sanskrit	20	77	
43900-3016-1	T	"MEANING. Translation given is ""cow which has its first calf after a year"". Note: the grammatical data specifies ""female""."	CHICKEN	1318	F	60729	chicken	paryāríṇī-	sans1269	Sanskrit	20	77	
43900-3079-1	T	"MEANING. Translation given is ""cow which has its first calf after a year"". Note: the grammatical data specifies ""female"". The same diacl_id has also been mapped incorrectly to ""CHICKEN""."	SPRING (OF WATER)	849	F	60729	spring	paryāríṇī-	sans1269	Sanskrit	20	77	
43900-3023-1	T		DUCK	1360	T	60868	duck	ātí-, ātī́-	sans1269	Sanskrit	20	77	
43900-3023-2	F		DUCK	1360		60873	duck	haṁsá-	sans1269	Sanskrit	20	77	
43900-3021-2	T	"MEANING: Translation given is ""bitch"". Grammatical data specifies ""female""."	DOG	2009	F	61080	dog	śunī́-	sans1269	Sanskrit	20	77	
43900-3014-1	F		CAT	1208		61468	cat	bíḍāla-	sans1269	Sanskrit	20	77	
43900-3014-2	F		CAT	1208		61473	cat	mārjāra-	sans1269	Sanskrit	20	77	
43900-3014-3	F		CAT	1208		61474	cat	mṛj-	sans1269	Sanskrit	20	77	
43900-3009-1	T	MEANING. Translation given is: black bee, scorpion	BEE	665	F	61731	bee	alin-	sans1269	Sanskrit	20	77	
43900-3009-2	F		BEE	665		61734	bee	bhramará-	sans1269	Sanskrit	20	77	
43900-3051-1	T	"MEANING: Translation given is ""bee (lit. ""honey-licker"")"". Grammatical data specifies ""male""."	MEAD	941	F	61739	mead	madhu-lih-	sans1269	Sanskrit	20	77	
43900-3009-3	T		BEE	665	T	61739	bee	madhu-lih-	sans1269	Sanskrit	20	77	
43900-3009-4	F		BEE	665		61742	bee	mákṣā-, mákṣ-	sans1269	Sanskrit	20	77	
43900-3092-1	T		WOLF	522	T	61995	wolf	vŕ̥ka-	sans1269	Sanskrit	20	77	
43900-3008-1	T		BEAR	1820	T	62238	bear	ŕ̥kṣa-	sans1269	Sanskrit	20	77	
43900-3008-2	T	"MEANING: Translation given is ""honey eater"" which was verified in the source. However this could be a literal translation of a euphemism for bear due to a taboo. "	BEAR	1820	F	62290	bear	madhvád-	sans1269	Sanskrit	20	77	
43900-3008-3	F		BEAR	1820		62419	bear	bhallū´ka-	sans1269	Sanskrit	20	77	
43900-3089-1	F		WILD BOAR	3154		62534	wild boar	varāha-	sans1269	Sanskrit	20	77	
43900-3089-2	F		WILD BOAR	3154		62622	wild boar	íbha-	sans1269	Sanskrit	20	77	
43900-3055-1	T		OWL	735	T	62900	owl	úlūka-	sans1269	Sanskrit	20	77	
43900-3055-2	T		OWL	735	T	62906	owl	pécaka-	sans1269	Sanskrit	20	77	
43900-3048-1	T		LEOPARD	1139	T	63073	leopard	pŕ̥dāku-	sans1269	Sanskrit	20	77	
43900-3048-2	T		LEOPARD	1139	T	63279	leopard	puṇḍarīka-	sans1269	Sanskrit	20	77	
43900-3048-3	F		LEOPARD	1139		63288	leopard	citrakāya	sans1269	Sanskrit	20	77	
43900-3048-4	F		LEOPARD	1139		63299	leopard	citraka-	sans1269	Sanskrit	20	77	
43900-3048-5	T		LEOPARD	1139	T	63319	leopard	siṃhá-	sans1269	Sanskrit	20	77	
43900-3049-1	T		LION	1386	T	63553	lion	keśarin-, kēsarin-	sans1269	Sanskrit	20	77	
43900-3027-2	T		FOX	1312	T	63892	fox	púcha-	sans1269	Sanskrit	20	77	
43900-3027-3	T		FOX	1312	T	63920	fox	lopāka-	sans1269	Sanskrit	20	77	
43900-3043-3	F		???			64105	jackal	pheru-	sans1269	Sanskrit	20	77	
43900-3043-4	T	NOCONCEPT	???		F	64149	jackal	śṛkāla-, śr̥gālá-	sans1269	Sanskrit	20	77	
43900-3043-5	T	NOCONCEPT	???		F	64153	jackal	*gidda-	sans1269	Sanskrit	20	77	
43900-3035-1	T		HARE	1190	T	64340	hare	śaśá-	sans1269	Sanskrit	20	77	
43900-3035-2	F		HARE	1190		64570	hare	kárṇa-	sans1269	Sanskrit	20	77	
43900-3074-1	T		SNAKE	730	T	64871	snake	sarpá-	sans1269	Sanskrit	20	77	
43900-3074-2	T		SNAKE	730	T	64872	snake	sárp-	sans1269	Sanskrit	20	77	
43900-3074-3	T		SNAKE	730	T	64874	snake	sárpati	sans1269	Sanskrit	20	77	
43900-3074-4	F		SNAKE	730		64880	snake	sarpa-	sans1269	Sanskrit	20	77	
43900-3074-5	T		SNAKE	730	T	64960	snake	áhi-	sans1269	Sanskrit	20	77	
43900-3074-6	F		SNAKE	730		65163	snake	vrj-	sans1269	Sanskrit	20	77	
43900-3074-7	F		SNAKE	730		65164	snake	vamra-	sans1269	Sanskrit	20	77	
43900-3024-1	T		EAGLE	1905	T	66182	eagle	r̥jipyá-	sans1269	Sanskrit	20	77	
43900-3024-2	F		EAGLE	1905		66184	eagle	śyená-	sans1269	Sanskrit	20	77	
43900-3024-3	T		EAGLE	1905	T	66252	eagle	váy-	sans1269	Sanskrit	20	77	
43900-3020-2	F		DEER	1936		66372	deer	hariṇá-	sans1269	Sanskrit	20	77	
43900-3020-3	F		DEER	1936		66377	deer	mr̥gá-	sans1269	Sanskrit	20	77	
43900-3020-4	T		DEER	1936	T	66523	deer	śiras-	sans1269	Sanskrit	20	77	
43900-3020-5	F		DEER	1936		66907	deer	riśya-	sans1269	Sanskrit	20	77	
43900-3020-6	T		DEER	1936	T	67202	deer	ŕ̥śya-	sans1269	Sanskrit	20	77	
43900-3020-7	T	"MEANING. Translation given is ""ewe"" "	DEER	1936	F	67455	deer	avikā́-	sans1269	Sanskrit	20	77	3
43900-3094-4	T		WOOL	964		67899	wool	pákṣman-	sans1269	Sanskrit	20	77	
43900-3038-1	F		HONEY	942		68666	honey	kāñcana-	sans1269	Sanskrit	20	77	
43900-3053-1	T		DRAW MILK	93		69093	milk	pī́vas-	sans1269	Sanskrit	20	77	
43900-3053-2	T		DRAW MILK	93	T	69095	milk	payas-	sans1269	Sanskrit	20	77	
43900-3053-3	F		DRAW MILK	93		69105	milk	kṣīra-	sans1269	Sanskrit	20	77	
43900-3053-4	F		DRAW MILK	93		69119	milk	dhenú-	sans1269	Sanskrit	20	77	
43900-3053-5	F		DRAW MILK	93		69120	milk	dhenā-	sans1269	Sanskrit	20	77	
43900-3053-6	F		DRAW MILK	93		69121	milk	dadhan-	sans1269	Sanskrit	20	77	
43900-3053-7	F		DRAW MILK	93		69122	milk	dhe-	sans1269	Sanskrit	20	77	
43900-3067-1	T		SALT	1274		69224	salt	sarirá-	sans1269	Sanskrit	20	77	
43900-3067-2	F		SALT	1274		69369	salt	salilá-	sans1269	Sanskrit	20	77	
43900-3067-3	F		SALT	1274		69395	salt	ūṣaka-	sans1269	Sanskrit	20	77	
43900-3067-4	F		SALT	1274		69396	salt	ūṣ-	sans1269	Sanskrit	20	77	
43900-3067-5	F		SALT	1274		69397	salt	ūṣaṇa-	sans1269	Sanskrit	20	77	
43900-3067-6	F		SALT	1274		69399	salt	ūṣara-	sans1269	Sanskrit	20	77	
43900-3067-7	F		SALT	1274		69401	salt	ūṣa-	sans1269	Sanskrit	20	77	
43900-3067-8	F		SALT	1274		69404	salt	lavaṇa-	sans1269	Sanskrit	20	77	
43900-3090-1	F		WINE	1524		69669	wine	drākṣārasa-	sans1269	Sanskrit	20	77	
43900-3033-1	F		GRAPE	920		69669	grape	drākṣārasa-	sans1269	Sanskrit	20	77	
43900-3051-2	T		MEAD	941	T	69863	mead	mádhu-	sans1269	Sanskrit	20	77	
43900-3052-1	T		MEAT	634	T	70211	meat	māṃsá-	sans1269	Sanskrit	20	77	
43900-3052-2	T		MEAT	634	T	70632	meat	kravíṣ-	sans1269	Sanskrit	20	77	
43900-3052-3	T		MEAT	634	T	70634	meat	krūrá-	sans1269	Sanskrit	20	77	
43900-3034-1	T		FAT (ORGANIC SUBSTANCE)	323		70809	grease	pī-, pyā-	sans1269	Sanskrit	20	77	
43900-3034-2	T		FAT (ORGANIC SUBSTANCE)	323	T	71141	grease	añj-	sans1269	Sanskrit	20	77	
43900-3034-3	T		FAT (ORGANIC SUBSTANCE)	323		71143	grease	áñjas-	sans1269	Sanskrit	20	77	
43900-3086-1	F		WEAVE	133		71425	to weave	vā-	sans1269	Sanskrit	20	77	
43900-3086-2	F		WEAVE	133		71427	to weave	vāya-	sans1269	Sanskrit	20	77	
43900-3086-3	T		WEAVE	133	T	71537	to weave	ūrṇāvábhi-	sans1269	Sanskrit	20	77	
43900-3086-4	T		WEAVE	133	T	71538	to weave	ubh-	sans1269	Sanskrit	20	77	
43900-3086-5	T		WEAVE	133	T	71612	to weave	takṣ-	sans1269	Sanskrit	20	77	
43900-3086-6	F		WEAVE	133		71709	to weave	vāgura-	sans1269	Sanskrit	20	77	
43900-3086-7	T		WEAVE	133	T	71718	to weave	náhyanti	sans1269	Sanskrit	20	77	
43900-3086-8	T	"MEANING. Translation given is ""plaited basket, turban"". Note: Grammatical data specifies ""male""."	WEAVE	133	F	71804	to weave	praśna-	sans1269	Sanskrit	20	77	
43900-3078-1	F		SPIN	121		71913	to spin (thread)	snāyu-, snāvan-	sans1269	Sanskrit	20	77	
43900-3078-2	F		SPIN	121		71935	to spin (thread)	tan-	sans1269	Sanskrit	20	77	
43900-3078-3	T	MEANING. Translation states: spindle	SPIN	121	F	72157	to spin (thread)	tarku-	sans1269	Sanskrit	20	77	
43900-3045-1	F		KNIFE	1352		72210	knife	kṛt-	sans1269	Sanskrit	20	77	
43900-3078-4	F		SPIN	121		72210	to spin (thread)	kṛt-	sans1269	Sanskrit	20	77	
43900-3070-1	T		SEW	1457	T	72325	to sew	sī́vya-	sans1269	Sanskrit	20	77	
43900-3070-2	T	"MEANING. Translation given is ""sewn up""."	SEW	1457	F	72327	to sew	syūtá-	sans1269	Sanskrit	20	77	
43900-3070-3	T	"MEANING. Translation given is ""band, thong, bridle"""	SEW	1457	F	72330	to sew	syū́man-	sans1269	Sanskrit	20	77	
43900-3070-4	T	"MEANING. Translation given is ""wire, line, cord"""	SEW	1457	F	72333	to sew	sū́tra-	sans1269	Sanskrit	20	77	
43900-3061-1	F		PLOUGH	1921		72822	to plough	trap-	sans1269	Sanskrit	20	77	
43900-3075-2	F		SOW SEEDS	748		73067	to sow	sac-	sans1269	Sanskrit	20	77	
43900-3087-1	T	"MEANING. Translation given is ""white, whitish"". "	WHEAT	1077	F	73253	wheat	śvítna-	sans1269	Sanskrit	20	77	
43900-3087-2	T	"MEANING. Translation given is ""white, bright"""	WHEAT	1077	F	73255	wheat	śvetá-	sans1269	Sanskrit	20	77	
43900-3087-3	T	"MEANING. Translation given is ""grass, Panicum dactylon; panic grass""."	WHEAT	1077	F	73312	wheat	dū́rvā-	sans1269	Sanskrit	20	77	
43900-3019-2	T	"MEANING. Translation given is ""grass, Panicum dactylon; panic grass"" ; NOCONCEPT: however the same diacl_id has previously been mapped to ""WHEAT""."	???		F	73312	cultivated field	dū́rvā-	sans1269	Sanskrit	20	77	
43900-3087-4	F		WHEAT	1077		73599	wheat	godhūma-	sans1269	Sanskrit	20	77	
43900-3087-5	T		WHEAT	1077	T	73600	wheat	*gandhuma-	sans1269	Sanskrit	20	77	
43900-3007-1	F		BARLEY	932		73810	barley	yava-	sans1269	Sanskrit	20	77	
43900-3007-2	F		BARLEY	932		73846	barley	sasyá-	sans1269	Sanskrit	20	77	
43900-3032-1	T	"MEANING. Translation given is ""to age, to grow old, to wear out"""	GRAIN	605	F	74750	grain (generic)	jṛ-	sans1269	Sanskrit	20	77	
43900-3032-2	T	"MEANING. Translation given is ""old, worn out"""	GRAIN	605	F	74751	grain (generic)	jīrṇa-	sans1269	Sanskrit	20	77	
43900-3032-3	T	"MEANING. Translation given is ""old"""	GRAIN	605	F	74752	grain (generic)	járant-	sans1269	Sanskrit	20	77	
43900-3032-4	F		GRAIN	605		74776	grain (generic)	pitu-	sans1269	Sanskrit	20	77	
43900-3032-5	T	"MEANING. Translation given is ""to part, to divide"""	GRAIN	605	F	74902	grain (generic)	bhaj-	sans1269	Sanskrit	20	77	
43900-3032-6	T	"MEANING. Translation given is ""share, welfare"""	GRAIN	605	F	74903	grain (generic)	bhaga-	sans1269	Sanskrit	20	77	
43900-3032-7	F		GRAIN	605		75024	grain (generic)	dhānya-	sans1269	Sanskrit	20	77	
43900-3032-8	F		GRAIN	605		75025	grain (generic)	dhānā-	sans1269	Sanskrit	20	77	
43900-3033-2	F		GRAPE	920		76087	grape	drākṣā-	sans1269	Sanskrit	20	77	
43900-3026-1	F		LINEN	916		76532	flax	kṣumā-	sans1269	Sanskrit	20	77	
43900-3026-2	F		LINEN	916		76533	flax	kṣauma-	sans1269	Sanskrit	20	77	
43900-3069-1	F		SCYTHE	20		76655	scythe	dal-	sans1269	Sanskrit	20	77	
43900-3069-2	T	"MEANING. Translation given is ""to cut (off)"""	SCYTHE	20	F	76718	scythe	lū-	sans1269	Sanskrit	20	77	
43900-3072-1	T	"MEANING. Translation given is ""to cut (off)"""	SICKLE	341	F	76718	sickle	lū-	sans1269	Sanskrit	20	77	
43900-3072-2	F		SICKLE	341		76881	sickle	sṛṇī-	sans1269	Sanskrit	20	77	
43900-3072-3	F		SICKLE	341		76916	sickle	dr̥-	sans1269	Sanskrit	20	77	
43900-3072-4	T	"MEANING. Translation given is ""sword"""	SICKLE	341	F	76962	sickle	kr̥pāṇa-	sans1269	Sanskrit	20	77	
43900-3072-5	T		SICKLE	341	T	77060	sickle	laví-	sans1269	Sanskrit	20	77	
43900-3060-1	T		PLOUGH (INSTRUMENT)	2154	T	77145	plough (noun)	hala-	sans1269	Sanskrit	20	77	
43900-3072-6	T	"MEANING. Translation given is ""plough"". Note: Grammatical data specifies ""male"". "	SICKLE	341	F	77145	sickle	hala-	sans1269	Sanskrit	20	77	
43900-3076-1	T	"MEANING. Translation given is ""shoulder-blade"". Note: Grammatical data specifies ""male"". "	SPADE	1176	F	77248	spade	sphyá-	sans1269	Sanskrit	20	77	
43900-3076-2	T	"MEANING. Translation given is ""solid, firm""."	SPADE	1176	F	77480	spade	pajrá-	sans1269	Sanskrit	20	77	
43900-3076-3	T	"MEANING. Translation given is ""surface, face"""	SPADE	1176	F	77481	spade	pā́jas-	sans1269	Sanskrit	20	77	
43900-3076-4	T	MEANING: Translation given is  Oar	SPADE	1176	F	77699	spade	aritra-	sans1269	Sanskrit	20	77	
43900-3076-5	T	MEANING: Translation given is rower	SPADE	1176	F	77700	spade	ari-tár-	sans1269	Sanskrit	20	77	
43900-3076-6	F		SPADE	1176		77749	spade	khanitra-	sans1269	Sanskrit	20	77	
43900-3076-7	F		SPADE	1176		77750	spade	khan-	sans1269	Sanskrit	20	77	
43900-3060-2	F		PLOUGH (INSTRUMENT)	2154		78219	plough (noun)	śakti-	sans1269	Sanskrit	20	77	
43900-3060-3	T	MEANING: Translation given is Branch, twig	PLOUGH (INSTRUMENT)	2154	F	78292	plough (noun)	śā́khā-	sans1269	Sanskrit	20	77	
43900-3068-1	F		SAW	1948		78633	saw	karapatra-	sans1269	Sanskrit	20	77	
43900-3005-1	T		AXE	677	T	78637	axe	paraśú-	sans1269	Sanskrit	20	77	
43900-3005-2	F		AXE	677		79057	axe	kr̥vi-	sans1269	Sanskrit	20	77	
43900-3005-3	F		AXE	677		79354	axe	tuj-	sans1269	Sanskrit	20	77	
43900-3096-1	T		YOKE	14	T	79490	yoke	yugá-	sans1269	Sanskrit	20	77	
43900-3096-2	T	MEANING: Translation given is to join	YOKE	14	F	79491	yoke	yuj-	sans1269	Sanskrit	20	77	
43900-3084-1	T	"MEANING: the given meaning is """"chariot"""", however I believe that is somewhat limited and vahana may be better translated as """"vehicle"""" or """"mount"""""""	WAGON	959	F	79792	wagon	vahana-, vāhana-	sans1269	Sanskrit	20	77	
43900-3084-2	T	MEANING: Translation given is to ride	WAGON	959	F	79793	wagon	vah-	sans1269	Sanskrit	20	77	
43900-3084-3	T	MEANING: Translation given is vessel	WAGON	959	F	79795	wagon	vā́has-	sans1269	Sanskrit	20	77	
43900-3084-4	T	MEANING: Translation given is  Draught animal, vessel	WAGON	959	F	79798	wagon	vāhá-	sans1269	Sanskrit	20	77	
43900-3084-5	T	MEANING: Translation given is ship	WAGON	959	F	79801	wagon	vahitra-	sans1269	Sanskrit	20	77	
43900-3088-1	T		WHEEL	710	T	80108	wheel	cakra-	sans1269	Sanskrit	20	77	
43900-3088-2	T	MEANING: Translation given is chariot, wheel	WHEEL	710	F	80323	wheel	rátha-	sans1269	Sanskrit	20	77	
43900-3088-3	T	MEANING: Translation given is Hub of the wheel (among others)	WHEEL	710	F	80338	wheel	nā́bhi-	sans1269	Sanskrit	20	77	
43900-3041-1	T	MEANING: Translation given is Hub of the wheel. NOCONCEPT	???		F	80338	hub	nā́bhi-	sans1269	Sanskrit	20	77	
43900-3006-1	T		AXLE	1769	T	80584	axle	ákṣa-	sans1269	Sanskrit	20	77	
43900-3006-2	F		AXLE	1769		80752	axle	vartulā-	sans1269	Sanskrit	20	77	
43900-3006-3	F		AXLE	1769		80754	axle	vṛt-	sans1269	Sanskrit	20	77	
43900-3041-2	T	NOCONCEPT	???		F	80862	hub	nábhya-	sans1269	Sanskrit	20	77	
43900-3019-3	T	MEANING: Translation given is earth, mother earth. NOCONCEPT	???		F	81246	cultivated field	pr̥thvī́-, pr̥thivī́-	sans1269	Sanskrit	20	77	
43900-3019-4	F		???			81436	cultivated field	mahī́-	sans1269	Sanskrit	20	77	
43900-3019-5	T	MEANING: Translation given is arable land, field yeiling crop. The distinction here is between a field that has been cultivated and a field that has the potential for cultivation. NOCONCEPT.	???		F	81548	cultivated field	urvárā-	sans1269	Sanskrit	20	77	
43900-3029-1	T	MEANING: Translation given is furrow	FURROW	1794	F	81729	furrow	párśāna-	sans1269	Sanskrit	20	77	
43900-3029-2	T	MEANING: Translation given is trajectory, draught	FURROW	1794	F	81824	furrow	ájma-	sans1269	Sanskrit	20	77	
43900-3091-1	F		WINTER	1471		81912	winter	hāyana-	sans1269	Sanskrit	20	77	
43900-3091-2	T	MEANING: Translation given is cold, frost	WINTER	1471	F	82024	winter	himá-	sans1269	Sanskrit	20	77	
43900-3091-3	T	MEANING: Translation given is cold, frost	WINTER	1471	F	82027	winter	hímā-	sans1269	Sanskrit	20	77	
43900-3091-4	T		WINTER	1471	T	82030	winter	hemantá-	sans1269	Sanskrit	20	77	
43900-3079-2	F		SPRING (OF WATER)	849		82241	spring	vasantá-	sans1269	Sanskrit	20	77	
43900-3079-3	T		SPRING (OF WATER)	849		82497	spring	spr̥haya-	sans1269	Sanskrit	20	77	
43900-3081-2	T		SUMMER	1342		82860	summer	háras-	sans1269	Sanskrit	20	77	
43900-3081-3	T	MEANING: Translation given is glow, heat, warmth	SUMMER	1342	F	82862	summer	gharmá-	sans1269	Sanskrit	20	77	
43900-3081-4	T	MEANING: Translation given is heat, glow, blaze of the sun	SUMMER	1342	F	82864	summer	ghr̥ṇá-	sans1269	Sanskrit	20	77	
43900-3081-5	F		SUMMER	1342		82932	summer	grīṣma-	sans1269	Sanskrit	20	77	
43900-3081-6	F		SUMMER	1342		82934	summer	nidāgha-	sans1269	Sanskrit	20	77	
43900-3081-7	F		SUMMER	1342		82935	summer	ni-dah-	sans1269	Sanskrit	20	77	
43900-3004-1	F		AUTUMN	1276		83398	autumn	śarad-	sans1269	Sanskrit	20	77	
43900-3017-1	T		COPPER	1825	T	83644	copper	áyas-	sans1269	Sanskrit	20	77	
43900-3073-1	T		SILVER	759	T	83978	silver	árjuna-	sans1269	Sanskrit	20	77	
43900-3073-2	T		SILVER	759	T	83996	silver	rajatá-	sans1269	Sanskrit	20	77	
43900-3031-1	T		GOLD	1369	T	84350	gold	hiraṇya-	sans1269	Sanskrit	20	77	
43900-3093-1	T	MEANING: Translation given is middle	WOOD	1803	F	84996	wood	mádhya-	sans1269	Sanskrit	20	77	
43900-3093-2	T		WOOD	1803	T	85188	wood	dā́ru-	sans1269	Sanskrit	20	77	
43900-3077-1	T	MEANING: Translation given is wood	SPEAR	945	F	85188	spear	dā́ru-	sans1269	Sanskrit	20	77	
43900-3093-3	F		WOOD	1803		85357	wood	dám-	sans1269	Sanskrit	20	77	
43900-3080-3	T	MEANING: Translation given is mountain, hill	STONE (OF FRUIT)	1762	F	85429	stone	girí-	sans1269	Sanskrit	20	77	
